date,state_id,doses_administered_cumulative
2021-09-09,2,633281
2021-09-09,3,2126035
2021-09-09,4,1660031
2021-09-09,5,633494
2021-09-09,6,1509922
2021-09-09,7,902670
2021-09-09,8,467229
2021-09-09,9,2253372
2021-09-10,1,398169
2021-09-10,2,634400
2021-09-10,3,2129422
2021-09-10,4,1663509
2021-09-10,5,634809
2021-09-10,6,1511598
2021-09-10,7,904672
2021-09-10,8,468332
2021-09-10,9,2258257
2021-09-11,1,398271
2021-09-11,2,636077
2021-09-11,3,2131528
2021-09-11,4,1665535
2021-09-11,5,634983
2021-09-11,6,1513396
2021-09-11,7,906359
2021-09-11,8,468860
2021-09-11,9,2261791
2021-09-12,1,398318
2021-09-12,2,636524
2021-09-12,3,2131812
2021-09-12,4,1665800
2021-09-12,5,635045
2021-09-12,6,1513492
2021-09-12,7,906403
2021-09-12,8,468865
2021-09-12,9,2263682
2021-09-13,1,398679
2021-09-13,2,636991
2021-09-13,3,2134119
2021-09-13,4,1666458
2021-09-13,5,635584
2021-09-13,6,1514043
2021-09-13,7,906633
2021-09-13,8,468948
2021-09-13,9,2267577
2021-09-14,1,399671
2021-09-14,2,637713
2021-09-14,3,2137843
2021-09-14,4,1668194
2021-09-14,5,636222
2021-09-14,6,1520489
2021-09-14,7,907478
2021-09-14,8,469525
2021-09-14,9,2271499
2021-09-15,1,400637
2021-09-15,2,638950
2021-09-15,3,2142346
2021-09-15,4,1669991
2021-09-15,5,637037
2021-09-15,6,1521936
2021-09-15,7,909237
2021-09-15,8,470195
2021-09-15,9,2275456
2021-09-16,1,401434
2021-09-16,2,640686
2021-09-16,3,2146354
2021-09-16,4,1674181
2021-09-16,5,638365
2021-09-16,6,1523156
2021-09-16,7,910141
2021-09-16,8,470754
2021-09-16,9,2279599
2021-09-17,1,401668
2021-09-17,2,642751
2021-09-17,3,2150048
2021-09-17,4,1678884
2021-09-17,5,639885
2021-09-17,6,1527513
2021-09-17,7,911882
2021-09-17,8,471742
2021-09-17,9,2284689
2021-09-18,1,401876
2021-09-18,2,644134
2021-09-18,3,2152764
2021-09-18,4,1680914
2021-09-18,5,640191
2021-09-18,6,1527894
2021-09-18,7,913261
2021-09-18,8,472943
2021-09-18,9,2287809
2021-09-19,1,401906
2021-09-19,2,644249
2021-09-19,3,2153309
2021-09-19,4,1681077
2021-09-19,5,640252
2021-09-19,6,1527929
2021-09-19,7,913275
2021-09-19,8,473965
2021-09-19,9,2289574
2021-09-20,1,402534
2021-09-20,2,644780
2021-09-20,3,2155845
2021-09-20,4,1681833
2021-09-20,5,641127
2021-09-20,6,1528308
2021-09-20,7,913494
2021-09-20,8,474243
2021-09-20,9,2293704
2021-09-21,1,403562
2021-09-21,2,646584
2021-09-21,3,2159284
2021-09-21,4,1684094
2021-09-21,5,642217
2021-09-21,6,1534256
2021-09-21,7,914506
2021-09-21,8,474714
2021-09-21,9,2297669
2021-09-22,1,404892
2021-09-22,2,648644
2021-09-22,3,2163056
2021-09-22,4,1688065
2021-09-22,5,643462
2021-09-22,6,1535962
2021-09-22,7,917172
2021-09-22,8,475364
2021-09-22,9,2301689
2021-09-23,1,405632
2021-09-23,2,649742
2021-09-23,3,2166726
2021-09-23,4,1691472
2021-09-23,5,645303
2021-09-23,6,1537371
2021-09-23,7,918125
2021-09-23,8,476183
2021-09-23,9,2306355
2021-09-24,1,406496
2021-09-24,2,651165
2021-09-24,3,2170359
2021-09-24,4,1695541
2021-09-24,5,646796
2021-09-24,6,1541954
2021-09-24,7,920415
2021-09-24,8,477235
2021-09-24,9,2311509
2021-09-25,1,406728
2021-09-25,2,652343
2021-09-25,3,2172979
2021-09-25,4,1696530
2021-09-25,5,647502
2021-09-25,6,1542316
2021-09-25,7,922050
2021-09-25,8,477802
2021-09-25,9,2314772
2021-09-26,1,406749
2021-09-26,2,652569
2021-09-26,3,2173245
2021-09-26,4,1696563
2021-09-26,5,647535
2021-09-26,6,1542451
2021-09-26,7,922091
2021-09-26,8,477803
2021-09-26,9,2316569
2021-09-27,1,406991
2021-09-27,2,652952
2021-09-27,3,2175767
2021-09-27,4,1697468
2021-09-27,5,648567
2021-09-27,6,1543305
2021-09-27,7,922760
2021-09-27,8,478084
2021-09-27,9,2320624
2021-09-28,1,407483
2021-09-28,2,653579
2021-09-28,3,2179500
2021-09-28,4,1699447
2021-09-28,5,649653
2021-09-28,6,1548243
2021-09-28,7,923998
2021-09-28,8,478794
2021-09-28,9,2324708
2021-09-29,1,408196
2021-09-29,2,654378
2021-09-29,3,2183594
2021-09-29,4,1703097
2021-09-29,5,650837
2021-09-29,6,1551569
2021-09-29,7,926095
2021-09-29,8,479574
2021-09-29,9,2329383
2021-09-30,1,408703
2021-09-30,2,655188
2021-09-30,3,2187807
2021-09-30,4,1706864
2021-09-30,5,652520
2021-09-30,6,1554698
2021-09-30,7,927814
2021-09-30,8,480438
2021-09-30,9,2334152
2021-10-01,1,409069
2021-10-01,2,656550
2021-10-01,3,2191458
2021-10-01,4,1711089
2021-10-01,5,653735
2021-10-01,6,1558290
2021-10-01,7,931162
2021-10-01,8,481519
2021-10-01,9,2339609
2021-10-02,1,409352
2021-10-02,2,657682
2021-10-02,3,2193609
2021-10-02,4,1712131
2021-10-02,5,654009
2021-10-02,6,1558842
2021-10-02,7,933642
2021-10-02,8,482044
2021-10-02,9,2343182
2021-10-03,1,409387
2021-10-03,2,657696
2021-10-03,3,2193857
2021-10-03,4,1712147
2021-10-03,5,654016
2021-10-03,6,1558942
2021-10-03,7,933716
2021-10-03,8,482070
2021-10-03,9,2344947
2021-10-04,1,409592
2021-10-04,2,658193
2021-10-04,3,2196573
2021-10-04,4,1713368
2021-10-04,5,654741
2021-10-04,6,1561220
2021-10-04,7,934939
2021-10-04,8,482131
2021-10-04,9,2349295
2021-10-05,1,410211
2021-10-05,2,659082
2021-10-05,3,2201252
2021-10-05,4,1715758
2021-10-05,5,655884
2021-10-05,6,1567689
2021-10-05,7,937620
2021-10-05,8,482711
2021-10-05,9,2353528
2021-10-06,1,410765
2021-10-06,2,659993
2021-10-06,3,2205997
2021-10-06,4,1719967
2021-10-06,5,657038
2021-10-06,6,1573665
2021-10-06,7,942681
2021-10-06,8,483687
2021-10-06,9,2358110
2021-10-07,1,411750
2021-10-07,2,660937
2021-10-07,3,2210383
2021-10-07,4,1724488
2021-10-07,5,658640
2021-10-07,6,1577701
2021-10-07,7,945580
2021-10-07,8,484188
2021-10-07,9,2362597
2021-10-08,1,412450
2021-10-08,2,662787
2021-10-08,3,2214533
2021-10-08,4,1728911
2021-10-08,5,660103
2021-10-08,6,1585096
2021-10-08,7,950641
2021-10-08,8,485436
2021-10-08,9,2368930
2021-10-09,1,412736
2021-10-09,2,663840
2021-10-09,3,2216738
2021-10-09,4,1729911
2021-10-09,5,660401
2021-10-09,6,1585856
2021-10-09,7,954502
2021-10-09,8,486171
2021-10-09,9,2372247
2021-10-10,1,412761
2021-10-10,2,663860
2021-10-10,3,2217065
2021-10-10,4,1729939
2021-10-10,5,660445
2021-10-10,6,1585877
2021-10-10,7,954690
2021-10-10,8,486184
2021-10-10,9,2373841
2021-10-11,1,413093
2021-10-11,2,664498
2021-10-11,3,2220383
2021-10-11,4,1731145
2021-10-11,5,661448
2021-10-11,6,1588114
2021-10-11,7,955399
2021-10-11,8,486380
2021-10-11,9,2378253
2021-10-12,1,413890
2021-10-12,2,665389
2021-10-12,3,2225031
2021-10-12,4,1734042
2021-10-12,5,663141
2021-10-12,6,1592564
2021-10-12,7,957080
2021-10-12,8,486885
2021-10-12,9,2382875
2021-10-13,1,414449
2021-10-13,2,667230
2021-10-13,3,2229868
2021-10-13,4,1739139
2021-10-13,5,664866
2021-10-13,6,1597244
2021-10-13,7,959960
2021-10-13,8,487381
2021-10-13,9,2387977
2021-10-14,1,415214
2021-10-14,2,669043
2021-10-14,3,2234481
2021-10-14,4,1744665
2021-10-14,5,667250
2021-10-14,6,1600080
2021-10-14,7,961922
2021-10-14,8,488603
2021-10-14,9,2393134
2021-10-15,1,415897
2021-10-15,2,671437
2021-10-15,3,2238945
2021-10-15,4,1748347
2021-10-15,5,669045
2021-10-15,6,1605986
2021-10-15,7,964097
2021-10-15,8,490515
2021-10-15,9,2399222
2021-10-16,1,416263
2021-10-16,2,672321
2021-10-16,3,2241485
2021-10-16,4,1749571
2021-10-16,5,669445
2021-10-16,6,1606410
2021-10-16,7,965469
2021-10-16,8,491669
2021-10-16,9,2402230
2021-10-17,1,416379
2021-10-17,2,672335
2021-10-17,3,2241706
2021-10-17,4,1749596
2021-10-17,5,669464
2021-10-17,6,1606486
2021-10-17,7,965627
2021-10-17,8,491672
2021-10-17,9,2403554
2021-10-18,1,416685
2021-10-18,2,673017
2021-10-18,3,2245368
2021-10-18,4,1751468
2021-10-18,5,670854
2021-10-18,6,1608874
2021-10-18,7,966821
2021-10-18,8,491830
2021-10-18,9,2408493
2021-10-19,1,418076
2021-10-19,2,674159
2021-10-19,3,2250845
2021-10-19,4,1754204
2021-10-19,5,672420
2021-10-19,6,1612815
2021-10-19,7,969070
2021-10-19,8,492435
2021-10-19,9,2413450
2021-10-20,1,419035
2021-10-20,2,675855
2021-10-20,3,2257153
2021-10-20,4,1759409
2021-10-20,5,674642
2021-10-20,6,1617094
2021-10-20,7,971788
2021-10-20,8,493133
2021-10-20,9,2419605
2021-10-21,1,420164
2021-10-21,2,677957
2021-10-21,3,2262683
2021-10-21,4,1765079
2021-10-21,5,677515
2021-10-21,6,1619606
2021-10-21,7,973825
2021-10-21,8,494248
2021-10-21,9,2426257
2021-10-22,1,420859
2021-10-22,2,681052
2021-10-22,3,2269025
2021-10-22,4,1769936
2021-10-22,5,679607
2021-10-22,6,1625244
2021-10-22,7,977672
2021-10-22,8,495208
2021-10-22,9,2433385
2021-10-23,1,421653
2021-10-23,2,682365
2021-10-23,3,2272749
2021-10-23,4,1771512
2021-10-23,5,680392
2021-10-23,6,1625817
2021-10-23,7,979386
2021-10-23,8,496354
2021-10-23,9,2437755
2021-10-24,1,422162
2021-10-24,2,682381
2021-10-24,3,2273079
2021-10-24,4,1771535
2021-10-24,5,680400
2021-10-24,6,1625843
2021-10-24,7,979431
2021-10-24,8,496388
2021-10-24,9,2439876
2021-10-25,1,422606
2021-10-25,2,682902
2021-10-25,3,2276117
2021-10-25,4,1773604
2021-10-25,5,681378
2021-10-25,6,1628621
2021-10-25,7,980222
2021-10-25,8,496532
2021-10-25,9,2445126
2021-10-26,1,422862
2021-10-26,2,683150
2021-10-26,3,2277766
2021-10-26,4,1773972
2021-10-26,5,681443
2021-10-26,6,1631295
2021-10-26,7,980616
2021-10-26,8,496564
2021-10-26,9,2447183
2021-10-27,1,424224
2021-10-27,2,684573
2021-10-27,3,2283832
2021-10-27,4,1780855
2021-10-27,5,683288
2021-10-27,6,1636421
2021-10-27,7,983210
2021-10-27,8,496947
2021-10-27,9,2453415
2021-10-28,1,425219
2021-10-28,2,686229
2021-10-28,3,2289541
2021-10-28,4,1786866
2021-10-28,5,686228
2021-10-28,6,1639731
2021-10-28,7,985049
2021-10-28,8,497685
2021-10-28,9,2459362
2021-10-29,1,426012
2021-10-29,2,688874
2021-10-29,3,2295973
2021-10-29,4,1792236
2021-10-29,5,688390
2021-10-29,6,1646544
2021-10-29,7,988344
2021-10-29,8,499057
2021-10-29,9,2466293
2021-10-30,1,427047
2021-10-30,2,690770
2021-10-30,3,2300713
2021-10-30,4,1794556
2021-10-30,5,689303
2021-10-30,6,1647075
2021-10-30,7,990179
2021-10-30,8,499854
2021-10-30,9,2470167
2021-10-31,1,427953
2021-10-31,2,690820
2021-10-31,3,2301085
2021-10-31,4,1794621
2021-10-31,5,689319
2021-10-31,6,1647165
2021-10-31,7,990303
2021-10-31,8,499877
2021-10-31,9,2472496
2021-11-01,1,428025
2021-11-01,2,690839
2021-11-01,3,2301899
2021-11-01,4,1794791
2021-11-01,5,689347
2021-11-01,6,1647307
2021-11-01,7,990335
2021-11-01,8,499887
2021-11-01,9,2475019
2021-11-02,1,428779
2021-11-02,2,692148
2021-11-02,3,2309499
2021-11-02,4,1799165
2021-11-02,5,691282
2021-11-02,6,1653031
2021-11-02,7,992794
2021-11-02,8,500213
2021-11-02,9,2482323
2021-11-03,1,430077
2021-11-03,2,694538
2021-11-03,3,2319683
2021-11-03,4,1805500
2021-11-03,5,694630
2021-11-03,6,1660204
2021-11-03,7,996979
2021-11-03,8,501869
2021-11-03,9,2491413
2021-11-04,1,431952
2021-11-04,2,697831
2021-11-04,3,2329586
2021-11-04,4,1817637
2021-11-04,5,698951
2021-11-04,6,1665001
2021-11-04,7,999571
2021-11-04,8,503472
2021-11-04,9,2500426
2021-11-05,1,433535
2021-11-05,2,701527
2021-11-05,3,2341993
2021-11-05,4,1830354
2021-11-05,5,702227
2021-11-05,6,1675278
2021-11-05,7,1004498
2021-11-05,8,507850
2021-11-05,9,2513163
2021-11-06,1,435951
2021-11-06,2,706568
2021-11-06,3,2350673
2021-11-06,4,1834752
2021-11-06,5,703780
2021-11-06,6,1676292
2021-11-06,7,1008780
2021-11-06,8,510740
2021-11-06,9,2524189
2021-11-07,1,438116
2021-11-07,2,709768
2021-11-07,3,2356718
2021-11-07,4,1835590
2021-11-07,5,703901
2021-11-07,6,1676697
2021-11-07,7,1009408
2021-11-07,8,510815
2021-11-07,9,2531249
2021-11-08,1,439350
2021-11-08,2,711516
2021-11-08,3,2367761
2021-11-08,4,1841655
2021-11-08,5,706870
2021-11-08,6,1682506
2021-11-08,7,1013279
2021-11-08,8,511618
2021-11-08,9,2546196
2021-11-09,1,441646
2021-11-09,2,715528
2021-11-09,3,2382023
2021-11-09,4,1853651
2021-11-09,5,712752
2021-11-09,6,1692291
2021-11-09,7,1019223
2021-11-09,8,512531
2021-11-09,9,2561677
2021-11-10,1,443461
2021-11-10,2,719824
2021-11-10,3,2399501
2021-11-10,4,1868946
2021-11-10,5,717815
2021-11-10,6,1700697
2021-11-10,7,1024887
2021-11-10,8,513837
2021-11-10,9,2577572
2021-11-11,1,445638
2021-11-11,2,724831
2021-11-11,3,2415015
2021-11-11,4,1891113
2021-11-11,5,724964
2021-11-11,6,1709092
2021-11-11,7,1029706
2021-11-11,8,518665
2021-11-11,9,2594728
2021-11-12,1,447446
2021-11-12,2,730696
2021-11-12,3,2434931
2021-11-12,4,1911513
2021-11-12,5,730845
2021-11-12,6,1721774
2021-11-12,7,1038578
2021-11-12,8,526323
2021-11-12,9,2615730
2021-11-13,1,448039
2021-11-13,2,737336
2021-11-13,3,2446367
2021-11-13,4,1924237
2021-11-13,5,734209
2021-11-13,6,1724388
2021-11-13,7,1046632
2021-11-13,8,530924
2021-11-13,9,2631696
2021-11-14,1,448247
2021-11-14,2,742222
2021-11-14,3,2455473
2021-11-14,4,1934133
2021-11-14,5,735320
2021-11-14,6,1724830
2021-11-14,7,1050315
2021-11-14,8,531054
2021-11-14,9,2643750
2021-11-15,1,449471
2021-11-15,2,744666
2021-11-15,3,2473270
2021-11-15,4,1942616
2021-11-15,5,739918
2021-11-15,6,1732479
2021-11-15,7,1053544
2021-11-15,8,534440
2021-11-15,9,2666184
2021-11-16,1,452571
2021-11-16,2,749137
2021-11-16,3,2491305
2021-11-16,4,1956088
2021-11-16,5,746673
2021-11-16,6,1746320
2021-11-16,7,1059618
2021-11-16,8,537979
2021-11-16,9,2689895
2021-11-17,1,456142
2021-11-17,2,755208
2021-11-17,3,2512486
2021-11-17,4,1974860
2021-11-17,5,754385
2021-11-17,6,1760372
2021-11-17,7,1069029
2021-11-17,8,541869
2021-11-17,9,2714341
2021-11-18,1,461425
2021-11-18,2,762535
2021-11-18,3,2532735
2021-11-18,4,1999142
2021-11-18,5,763944
2021-11-18,6,1775047
2021-11-18,7,1076123
2021-11-18,8,547784
2021-11-18,9,2741176
2021-11-19,1,465171
2021-11-19,2,769596
2021-11-19,3,2558492
2021-11-19,4,2025617
2021-11-19,5,773813
2021-11-19,6,1793197
2021-11-19,7,1089334
2021-11-19,8,555989
2021-11-19,9,2771770
2021-11-20,1,471528
2021-11-20,2,778464
2021-11-20,3,2577600
2021-11-20,4,2035523
2021-11-20,5,778584
2021-11-20,6,1798891
2021-11-20,7,1097665
2021-11-20,8,562024
2021-11-20,9,2792385
2021-11-21,1,475872
2021-11-21,2,784264
2021-11-21,3,2590903
2021-11-21,4,2041407
2021-11-21,5,780562
2021-11-21,6,1801364
2021-11-21,7,1102417
2021-11-21,8,565810
2021-11-21,9,2807080
2021-11-22,1,477741
2021-11-22,2,787491
2021-11-22,3,2611849
2021-11-22,4,2053134
2021-11-22,5,787793
2021-11-22,6,1811279
2021-11-22,7,1107103
2021-11-22,8,568645
2021-11-22,9,2833981
2021-11-23,1,481210
2021-11-23,2,792155
2021-11-23,3,2635455
2021-11-23,4,2071124
2021-11-23,5,798799
2021-11-23,6,1825533
2021-11-23,7,1115813
2021-11-23,8,571952
2021-11-23,9,2860883
2021-11-24,1,485369
2021-11-24,2,799103
2021-11-24,3,2661337
2021-11-24,4,2093799
2021-11-24,5,810101
2021-11-24,6,1843741
2021-11-24,7,1127463
2021-11-24,8,576001
2021-11-24,9,2888128
2021-11-25,1,490844
2021-11-25,2,807087
2021-11-25,3,2682967
2021-11-25,4,2120474
2021-11-25,5,821313
2021-11-25,6,1860617
2021-11-25,7,1137890
2021-11-25,8,581444
2021-11-25,9,2915351
2021-11-26,1,495613
2021-11-26,2,815239
2021-11-26,3,2709093
2021-11-26,4,2150605
2021-11-26,5,831521
2021-11-26,6,1880149
2021-11-26,7,1160474
2021-11-26,8,588228
2021-11-26,9,2946651
2021-11-27,1,501490
2021-11-27,2,824234
2021-11-27,3,2727667
2021-11-27,4,2162291
2021-11-27,5,836082
2021-11-27,6,1886910
2021-11-27,7,1181030
2021-11-27,8,593823
2021-11-27,9,2966336
2021-11-28,1,505411
2021-11-28,2,830460
2021-11-28,3,2739687
2021-11-28,4,2165462
2021-11-28,5,837344
2021-11-28,6,1889493
2021-11-28,7,1193697
2021-11-28,8,593877
2021-11-28,9,2978423
2021-11-29,1,507473
2021-11-29,2,834796
2021-11-29,3,2759661
2021-11-29,4,2177106
2021-11-29,5,845094
2021-11-29,6,1901037
2021-11-29,7,1198616
2021-11-29,8,597524
2021-11-29,9,3002353
2021-11-30,1,511778
2021-11-30,2,841267
2021-11-30,3,2782234
2021-11-30,4,2195284
2021-11-30,5,855634
2021-11-30,6,1914763
2021-11-30,7,1206434
2021-11-30,8,601466
2021-11-30,9,3024842
2021-12-01,1,516574
2021-12-01,2,849871
2021-12-01,3,2808098
2021-12-01,4,2214177
2021-12-01,5,866152
2021-12-01,6,1932833
2021-12-01,7,1217564
2021-12-01,8,607046
2021-12-01,9,3050466
2021-12-02,1,523847
2021-12-02,2,858539
2021-12-02,3,2830115
2021-12-02,4,2241846
2021-12-02,5,877134
2021-12-02,6,1949277
2021-12-02,7,1227227
2021-12-02,8,612217
2021-12-02,9,3075253
2021-12-03,1,527627
2021-12-03,2,868725
2021-12-03,3,2859533
2021-12-03,4,2270847
2021-12-03,5,888368
2021-12-03,6,1968953
2021-12-03,7,1241790
2021-12-03,8,620926
2021-12-03,9,3105690
2021-12-04,1,533951
2021-12-04,2,876481
2021-12-04,3,2878420
2021-12-04,4,2285998
2021-12-04,5,892868
2021-12-04,6,1975813
2021-12-04,7,1254434
2021-12-04,8,627417
2021-12-04,9,3122477
2021-12-05,1,537251
2021-12-05,2,881233
2021-12-05,3,2888278
2021-12-05,4,2294601
2021-12-05,5,894297
2021-12-05,6,1978661
2021-12-05,7,1258511
2021-12-05,8,627470
2021-12-05,9,3131407
2021-12-06,1,539454
2021-12-06,2,887614
2021-12-06,3,2906174
2021-12-06,4,2305156
2021-12-06,5,901289
2021-12-06,6,1994588
2021-12-06,7,1262884
2021-12-06,8,630850
2021-12-06,9,3153080
2021-12-07,1,544391
2021-12-07,2,895267
2021-12-07,3,2928306
2021-12-07,4,2324571
2021-12-07,5,910476
2021-12-07,6,2016964
2021-12-07,7,1272158
2021-12-07,8,635606
2021-12-07,9,3175917
2021-12-08,1,546951
2021-12-08,2,897503
2021-12-08,3,2943031
2021-12-08,4,2331780
2021-12-08,5,912350
2021-12-08,6,2028532
2021-12-08,7,1277847
2021-12-08,8,636215
2021-12-08,9,3186801
2021-12-09,1,551141
2021-12-09,2,905607
2021-12-09,3,2960818
2021-12-09,4,2356283
2021-12-09,5,921114
2021-12-09,6,2049008
2021-12-09,7,1287319
2021-12-09,8,641155
2021-12-09,9,3207705
2021-12-10,1,554553
2021-12-10,2,915182
2021-12-10,3,2987648
2021-12-10,4,2384507
2021-12-10,5,930343
2021-12-10,6,2074230
2021-12-10,7,1303071
2021-12-10,8,648932
2021-12-10,9,3234713
2021-12-11,1,559861
2021-12-11,2,921094
2021-12-11,3,3002440
2021-12-11,4,2396742
2021-12-11,5,933021
2021-12-11,6,2088634
2021-12-11,7,1312098
2021-12-11,8,654369
2021-12-11,9,3251798
2021-12-12,1,562611
2021-12-12,2,925007
2021-12-12,3,3012291
2021-12-12,4,2400127
2021-12-12,5,934061
2021-12-12,6,2094965
2021-12-12,7,1315224
2021-12-12,8,654493
2021-12-12,9,3260016
2021-12-13,1,564435
2021-12-13,2,929117
2021-12-13,3,3029921
2021-12-13,4,2410630
2021-12-13,5,940321
2021-12-13,6,2109477
2021-12-13,7,1319272
2021-12-13,8,657707
2021-12-13,9,3279030
2021-12-14,1,569146
2021-12-14,2,935169
2021-12-14,3,3049206
2021-12-14,4,2428037
2021-12-14,5,947583
2021-12-14,6,2126808
2021-12-14,7,1326237
2021-12-14,8,661361
2021-12-14,9,3298513
2021-12-15,1,572840
2021-12-15,2,941404
2021-12-15,3,3071671
2021-12-15,4,2449557
2021-12-15,5,955164
2021-12-15,6,2147640
2021-12-15,7,1336332
2021-12-15,8,665999
2021-12-15,9,3319587
2021-12-16,1,577210
2021-12-16,2,948349
2021-12-16,3,3089656
2021-12-16,4,2475898
2021-12-16,5,961991
2021-12-16,6,2170270
2021-12-16,7,1343405
2021-12-16,8,671671
2021-12-16,9,3341327
2021-12-17,1,580274
2021-12-17,2,954479
2021-12-17,3,3113390
2021-12-17,4,2504333
2021-12-17,5,968331
2021-12-17,6,2191657
2021-12-17,7,1354144
2021-12-17,8,679437
2021-12-17,9,3364600
2021-12-18,1,584667
2021-12-18,2,960131
2021-12-18,3,3129508
2021-12-18,4,2515166
2021-12-18,5,971102
2021-12-18,6,2201072
2021-12-18,7,1360871
2021-12-18,8,685656
2021-12-18,9,3380164
2021-12-19,1,587536
2021-12-19,2,964542
2021-12-19,3,3140881
2021-12-19,4,2519537
2021-12-19,5,972455
2021-12-19,6,2205910
2021-12-19,7,1364803
2021-12-19,8,686454
2021-12-19,9,3389639
2021-12-20,1,589084
2021-12-20,2,968390
2021-12-20,3,3156978
2021-12-20,4,2530511
2021-12-20,5,977321
2021-12-20,6,2218480
2021-12-20,7,1369524
2021-12-20,8,693310
2021-12-20,9,3409723
2021-12-21,1,592812
2021-12-21,2,973586
2021-12-21,3,3171716
2021-12-21,4,2545524
2021-12-21,5,983059
2021-12-21,6,2230943
2021-12-21,7,1376290
2021-12-21,8,697169
2021-12-21,9,3426871
2021-12-22,1,595446
2021-12-22,2,977794
2021-12-22,3,3186432
2021-12-22,4,2558131
2021-12-22,5,987689
2021-12-22,6,2244651
2021-12-22,7,1383355
2021-12-22,8,701053
2021-12-22,9,3442080
2021-12-23,1,597283
2021-12-23,2,979868
2021-12-23,3,3194010
2021-12-23,4,2567065
2021-12-23,5,990349
2021-12-23,6,2250685
2021-12-23,7,1386584
2021-12-23,8,702662
2021-12-23,9,3453891
2021-12-24,1,597316
2021-12-24,2,979906
2021-12-24,3,3195432
2021-12-24,4,2567535
2021-12-24,5,990650
2021-12-24,6,2250771
2021-12-24,7,1386677
2021-12-24,8,702708
2021-12-24,9,3457788
2021-12-25,1,597353
2021-12-25,2,979928
2021-12-25,3,3196271
2021-12-25,4,2567982
2021-12-25,5,990705
2021-12-25,6,2250828
2021-12-25,7,1386712
2021-12-25,8,702729
2021-12-25,9,3460444
2021-12-26,1,597428
2021-12-26,2,983054
2021-12-26,3,3199293
2021-12-26,4,2568636
2021-12-26,5,990934
2021-12-26,6,2254992
2021-12-26,7,1387478
2021-12-26,8,702737
2021-12-26,9,3464008
2021-12-27,1,598269
2021-12-27,2,984698
2021-12-27,3,3210914
2021-12-27,4,2575008
2021-12-27,5,993785
2021-12-27,6,2264895
2021-12-27,7,1390256
2021-12-27,8,707442
2021-12-27,9,3478468
2021-12-28,1,600690
2021-12-28,2,986571
2021-12-28,3,3220560
2021-12-28,4,2584105
2021-12-28,5,996600
2021-12-28,6,2274908
2021-12-28,7,1394472
2021-12-28,8,709842
2021-12-28,9,3490493
2021-12-29,1,603586
2021-12-29,2,988618
2021-12-29,3,3230250
2021-12-29,4,2592935
2021-12-29,5,998415
2021-12-29,6,2285204
2021-12-29,7,1398922
2021-12-29,8,711901
2021-12-29,9,3500011
2021-12-30,1,605393
2021-12-30,2,990096
2021-12-30,3,3236253
2021-12-30,4,2599535
2021-12-30,5,1000370
2021-12-30,6,2292514
2021-12-30,7,1401418
2021-12-30,8,713560
2021-12-30,9,3507606
2021-12-31,1,605477
2021-12-31,2,990134
2021-12-31,3,3237690
2021-12-31,4,2599916
2021-12-31,5,1000704
2021-12-31,6,2296265
2021-12-31,7,1401723
2021-12-31,8,713599
2021-12-31,9,3510186
2022-01-01,1,605500
2022-01-01,2,990156
2022-01-01,3,3238602
2022-01-01,4,2600186
2022-01-01,5,1000746
2022-01-01,6,2296300
2022-01-01,7,1402078
2022-01-01,8,713617
2022-01-01,9,3511763
2022-01-02,1,605611
2022-01-02,2,993099
2022-01-02,3,3242793
2022-01-02,4,2602119
2022-01-02,5,1001053
2022-01-02,6,2300089
2022-01-02,7,1403198
2022-01-02,8,713658
2022-01-02,9,3516215
2022-01-03,1,606653
2022-01-03,2,995316
2022-01-03,3,3252553
2022-01-03,4,2606841
2022-01-03,5,1003519
2022-01-03,6,2309189
2022-01-03,7,1405484
2022-01-03,8,714023
2022-01-03,9,3527823
2022-01-04,1,608688
2022-01-04,2,997623
2022-01-04,3,3261201
2022-01-04,4,2614512
2022-01-04,5,1006801
2022-01-04,6,2318317
2022-01-04,7,1409333
2022-01-04,8,715495
2022-01-04,9,3538292
2022-01-05,1,609524
2022-01-05,2,1000065
2022-01-05,3,3271997
2022-01-05,4,2623522
2022-01-05,5,1009636
2022-01-05,6,2328609
2022-01-05,7,1414041
2022-01-05,8,718075
2022-01-05,9,3549316
2022-01-06,1,609783
2022-01-06,2,1000476
2022-01-06,3,3276729
2022-01-06,4,2626814
2022-01-06,5,1009894
2022-01-06,6,2334236
2022-01-06,7,1414698
2022-01-06,8,718119
2022-01-06,9,3553018
2022-01-07,1,612141
2022-01-07,2,1004049
2022-01-07,3,3289828
2022-01-07,4,2636705
2022-01-07,5,1013009
2022-01-07,6,2344533
2022-01-07,7,1420942
2022-01-07,8,722540
2022-01-07,9,3565605
2022-01-08,1,614787
2022-01-08,2,1006542
2022-01-08,3,3299399
2022-01-08,4,2642909
2022-01-08,5,1014549
2022-01-08,6,2349331
2022-01-08,7,1423782
2022-01-08,8,725443
2022-01-08,9,3573923
2022-01-09,1,616697
2022-01-09,2,1007987
2022-01-09,3,3304252
2022-01-09,4,2644959
2022-01-09,5,1015109
2022-01-09,6,2351784
2022-01-09,7,1425186
2022-01-09,8,725458
2022-01-09,9,3577873
2022-01-10,1,617514
2022-01-10,2,1010437
2022-01-10,3,3314465
2022-01-10,4,2650804
2022-01-10,5,1017466
2022-01-10,6,2359825
2022-01-10,7,1427619
2022-01-10,8,725881
2022-01-10,9,3588302
2022-01-11,1,619875
